year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
2000;;urban_population_share_national;Share in national urban population;p;;;China;Hefei;;0,3;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Hengyang;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Hohhot;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huai'an;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huaibei;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huainan;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huangshi;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huizhou;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huludao;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Huzhou;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jiamusi;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jiangmen;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jiangyin;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jiaozuo;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jiaxing;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jilin;;0,3;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jinan, Shandong;;0,6;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jingzhou;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jining, Shandong;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jinjiang;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jinzhou;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jiujiang;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Jixi, Heilongjiang;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Kaohsiung;;0,3;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Kunming;;0,6;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Lanzhou;;0,4;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Lianyungang;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Liaocheng;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Linyi, Shandong;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Liuzhou;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Lufeng;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Luoyang;;0,3;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Luzhou;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Maoming;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Mianyang, Sichuan;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Mudanjiang;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Nanchang;;0,4;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Nanchong;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Nanjing, Jiangsu;;0,9;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Nanning;;0,3;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Nantong;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Nanyang, Henan;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Neijiang;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Ningbo;;0,4;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Panjin;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Pingdingshan, Henan;;0,2;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Pingxiang, Jiangxi;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Puning;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Putian;;0,1;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
2000;;urban_population_share_national;Share in national urban population;p;;;China;Qingdao;;0,6;Table 4 Urban Agglomerations with 750,000 Inhabitants or More: Population Size and Rate of Change
